ID,created_at,topics,vocab,CEFR,IPA,word_form,E_meaning,EV_meaning,V_meaning,E_example,V_example,word_family,synonymous,antonym,bonus,user_id,learning_level,next_review
15,4/27/2026 3:53:54,Countries and Nationalities,America,A2,/əˈmer·ɪ·kə/,noun,North america and/or south america,Bắc mỹ và/hoặc Nam mỹ,Châu Mỹ,Many different animal species live across america,Nhiều loài động vật khác nhau sinh sống trên khắp châu mỹ,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
16,4/27/2026 3:53:54,Countries and Nationalities,American,A2,/əˈmer·ɪ·kən/,noun,A person who comes from the united states of america,Một cá nhân có xuất xứ từ hợp chúng quốc hoa kỳ,Người mỹ,The consulate provided assistance to any american citizen needing help abroad,Lãnh sự quán đã hỗ trợ mọi công dân mỹ cần giúp đỡ khi ở nước ngoài,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
17,4/27/2026 3:53:54,Countries and Nationalities,American,A2,/əˈmer·ɪ·kən/,adjective,From or about the united states of america,Có nguồn gốc từ hoặc liên quan đến hợp chúng quốc hoa kỳ,Thuộc về Mỹ,Many people enjoy listening to american pop music,Nhiều người thích nghe nhạc pop mỹ,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
18,4/27/2026 3:53:54,Countries and Nationalities,American,A2,/əˈmer·ɪ·kən/,adjective,From or connected to north or south america,Có nguồn gốc từ hoặc liên quan đến khu vực bắc hoặc Nam mỹ,Thuộc châu mỹ,Many people from american countries speak spanish as a primary language,Nhiều người dân từ các quốc gia châu mỹ nói tiếng tây ban nha là ngôn ngữ chính,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
19,4/27/2026 3:53:54,Countries and Nationalities,Australia,A2,/ɑːˈstreɪl·jə/,noun,A big country located in the southwest pacific ocean,Một quốc gia rộng lớn nằm ở phía tây Nam thái bình dương,Úc,The journey by ship to australia took many weeks,Hành trình đi tàu đến úc kéo dài nhiều tuần,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
20,4/27/2026 3:53:54,Countries and Nationalities,Australian,A2,/ɑːˈstreɪl·jən/,noun,A person from australia,Một người đến từ úc,Người Úc,"When they heard his unique accent, they guessed he was australian","Khi nghe giọng nói đặc trưng của anh, họ đoán anh là người úc",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
21,4/27/2026 3:53:54,Countries and Nationalities,Australian,A2,/ɑːˈstreɪl·jən/,adjective,Belonging to or relating to australia,Thuộc về hoặc liên quan đến nước úc,Thuộc về Úc,The chef prepared a dish with australian ingredients,Đầu bếp chế biến một món ăn với nguyên liệu úc,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
22,4/27/2026 3:53:54,Countries and Nationalities,Mexico,A2,/ˈmek·sɪ·koʊ/,noun,A country in southern north america,Một quốc gia nằm ở phía Nam bắc mỹ,Mexico,The map showed mexico as a large landmass connecting to the continent's southern tip,Bản đồ thể hiện mexico là một vùng đất rộng lớn nối liền với mũi phía Nam của lục địa,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
23,4/27/2026 3:53:54,Countries and Nationalities,Mexican,A2,/ˈmek·sɪ·kən/,noun,A person from mexico,Một người đến từ mexico,Người Mexico,The mexican wore colorful traditional clothing during the festival,Người mê-hi-cô mặc trang phục truyền thống đầy màu sắc trong lễ hội,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
24,4/27/2026 3:53:54,Countries and Nationalities,Mexican,B1,/ˈmek·sɪ·kən/,adjective,From or about mexico or its people,Thuộc về hoặc liên quan đến mexico hoặc người dân của quốc gia này,Thuộc về Mexico,The restaurant serves traditional mexican food,Nhà hàng phục vụ món ăn truyền thống mexico,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
25,4/27/2026 3:53:54,Countries and Nationalities,Egypt,B1,/ˈiː·dʒɪpt/,noun,A country in north africa,Một quốc gia ở bắc phi,Ai Cập,The nile river flows through egypt before reaching the sea,Sông nile chảy qua ai cập trước khi đổ ra biển,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
26,4/27/2026 3:53:54,Countries and Nationalities,Egyptian,B1,/iːˈdʒɪp·ʃən/,noun,A person from egypt,Một người đến từ ai cập,Người Ai Cập,"While visiting, an egyptian helped explain local customs to the new arrivals","Trong chuyến thăm, một người ai cập đã giúp giải thích phong tục địa phương cho những người mới đến",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
27,4/27/2026 3:53:54,Countries and Nationalities,Egyptian,B1,/iːˈdʒɪp·ʃən/,adjective,From or about egypt or its people,Thuộc về hoặc liên quan đến ai cập hoặc người dân ai cập,Thuộc về Ai Cập,Many researchers study the rich history of egyptian civilization,Nhiều nhà nghiên cứu nghiên cứu lịch sử phong phú của nền văn minh ai cập,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
28,4/27/2026 3:53:54,Countries and Nationalities,Brazil,A2,/brəˈzɪl/,noun,A country in south america,Một quốc gia ở nam mỹ,Brazil,Traveling to brazil often requires a long flight across the ocean,Đi du lịch brazil thường đòi hỏi một chuyến bay dài vượt biển,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
29,4/27/2026 3:53:54,Countries and Nationalities,Brazilian,B1,/brəˈzɪl·jən/,noun,A person from brazil,Người đến từ brazil,Người Brazil,A brazilian skillfully played a guitar at the gathering,Một người brazil đã chơi guitar điêu luyện tại buổi gặp mặt,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
30,4/27/2026 3:53:54,Countries and Nationalities,Brazilian,B2,/brəˈzɪl·jən/,noun,"A personal grooming style where nearly all pubic hair is removed with hot wax, except for a small strip","Một phong cách làm đẹp cá nhân trong đó hầu hết lông mu được loại bỏ bằng sáp nóng, chỉ giữ lại một dải nhỏ",...,...,...,,,,"Đây là một thuật ngữ mang tính xúc phạm. Để tránh bình thường hóa hoặc khuyến khích việc sử dụng từ này, các thông tin theo ngữ cảnh như ""Ví dụ"" và ""Từ đồng nghĩa"" sẽ không được cung cấp",7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
31,4/27/2026 3:53:54,Countries and Nationalities,Brazilian,B1,/brəˈzɪl·jən/,adjective,Having to do with brazil or its people,Liên quan đến brazil hoặc người dân của nước này,Thuộc brazil,Many visitors enjoy the vibrant brazilian culture and landscapes,Nhiều du khách yêu thích nền văn hóa và cảnh quan đầy sức sống của brazil,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
32,4/27/2026 3:53:54,Countries and Nationalities,Italy,A2,/ˈɪɾ·əl·iː/,noun,A country in southern europe,Một quốc gia ở phía nam châu âu,Ý,Goods produced in italy are often recognized for their quality,Sản phẩm của ý thường nổi tiếng về chất lượng,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
33,4/27/2026 3:53:54,Countries and Nationalities,Italian,A2,/ɪˈtæl·jən/,noun - countable,A person from italy,Người ý,Người Ý,The italian cooked a delicious pasta dish for everyone,Người ý đã nấu một món mì ý ngon tuyệt cho mọi người,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
34,4/27/2026 3:53:54,Countries and Nationalities,Italian,A2,/ɪˈtæl·jən/,noun - uncountable,The main language spoken in italy,Ngôn ngữ chính được sử dụng tại ý,Tiếng Ý,The restaurant menu was written in italian,Thực đơn của nhà hàng được viết bằng tiếng ý,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
35,4/27/2026 3:53:54,Countries and Nationalities,Italian,A2,/ɪˈtæl·jən/,adjective,"From or about italy, its people, or its language","Liên quan đến hoặc có nguồn gốc từ nước ý, người dân ý, hoặc ngôn ngữ ý",Thuộc về Ý,The bakery offered a variety of italian breads and pastries,Tiệm bánh có đủ loại bánh mì và bánh ngọt ý,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
36,4/27/2026 3:53:54,Countries and Nationalities,the United Kingdom,B1,/jʊˌnaɪ·ɾɪd ˈkɪŋ·dəm/,noun,"A country made up of england, scotland, wales, and northern ireland","Một quốc gia bao gồm các quốc gia thành viên: anh, scotland, wales và bắc ireland",Vương quốc Anh,The united kingdom has a coastline that touches both the atlantic ocean and the north sea,Vương quốc anh có đường bờ biển giáp với cả đại tây dương và biển bắc,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
37,4/27/2026 3:53:54,Countries and Nationalities,Britain,B1,/ˈbrɪt·ən/,noun,"England, scotland, and wales","Lãnh thổ bao gồm anh, scotland và wales",Đại Anh,Exploring the historic castles across britain reveals many different architectural styles,Các lâu đài cổ kính trên khắp vương quốc anh thể hiện rõ nhiều phong cách kiến trúc khác nhau,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
38,4/27/2026 3:53:54,Countries and Nationalities,British,A2,/ˈbrɪɾ·ɪʃ/,adjective,Of or about the united kingdom or the people who live there,Thuộc hoặc liên quan đến vương quốc anh hoặc người dân sinh sống tại đó,"Thuộc về Anh, người Anh",The antique teapot had a distinct british design,Chiếc ấm trà cổ có thiết kế đậm chất anh,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
39,4/27/2026 3:53:54,Countries and Nationalities,England,A2,/ˈɪŋ·glənd/,noun,A country that is one part of the united kingdom,Một quốc gia là một phần của vương quốc anh,Anh,Decisions made by the central government of the united kingdom impact everyone living in england,Các quyết định của chính phủ trung ương vương quốc anh ảnh hưởng đến mọi người sống ở anh,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
40,4/27/2026 3:53:54,Countries and Nationalities,English,A2,/ˈɪŋ·glɪʃ/,noun - uncountable,"A language used in many parts of the world, including the uk and the us","Một ngôn ngữ được sử dụng rộng rãi ở nhiều nơi trên thế giới, bao gồm vương quốc anh và hoa kỳ",Tiếng anh,Many people around the globe learn english to communicate with others,Nhiều người khắp thế giới học tiếng anh để giao tiếp với người khác,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
41,4/27/2026 3:53:54,Countries and Nationalities,English,A2,/ˈɪŋ·glɪʃ/,adjective,About or using the english language,Liên quan đến hoặc sử dụng tiếng anh,Tếng Anh,All the instructions for the game were written in english,Tất cả các hướng dẫn của trò chơi đã được viết bằng tiếng anh,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
42,4/27/2026 3:53:54,Countries and Nationalities,English,A2,/ˈɪŋ·glɪʃ/,adjective,Relating to or from england,Liên quan đến hoặc có nguồn gốc từ nước anh,Thuộc Anh,She ordered english tea with her breakfast,Cô ấy gọi trà anh trong bữa sáng,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
43,4/27/2026 3:53:54,Countries and Nationalities,Turkey,B1,/ˈtɜr·kiː/,noun - countable,A large bird raised on farms for its meat,Một loài gia cầm lớn được nuôi tại các trang trại để lấy thịt,Gà tây,"For dinner, they cooked a whole roasted turkey","Vào bữa tối, họ đã nấu một con gà tây nướng nguyên con",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
44,4/27/2026 3:53:54,Countries and Nationalities,Turkey,B1,/ˈtɜr·kiː/,noun - uncountable,The meat of a turkey bird that is prepared and eaten,Thịt từ loài gà tây đã được chế biến và dùng làm thực phẩm,Thịt gà tây,She made sandwiches using leftover turkey and cranberry sauce,Cô ấy làm bánh mì kẹp bằng thịt gà tây còn thừa và sốt nam việt quất,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
45,4/27/2026 3:53:54,Countries and Nationalities,Turkey,C2,/ˈtɜr·kiː/,noun - countable,Something that fails badly,Một thứ gì đó hoặc một sự việc thất bại thảm hại,Bom xịt,"Despite all the effort, their latest project turned out to be a real turkey","Dù đã dốc hết công sức, dự án mới nhất của họ hóa ra lại là một thảm bại thực sự",,lemon - failure - no-hoper - non-starter - flop - lame duck - bomb - clunker - loser - dud,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
46,4/27/2026 3:53:54,Countries and Nationalities,Turkey,C2,/ˈtɜr·kiː/,noun - countable,A stupid or silly person,Một người ngu ngốc hoặc ngớ ngẩn,Kẻ ngốc,Only a real turkey would try to open that door with a banana,Chỉ có kẻ đần độn mới cố mở cánh cửa đó bằng một quả chuối,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
47,4/27/2026 3:53:54,Countries and Nationalities,Turkey,B1,/ˈtɜr·kiː/,noun,"A country in southeastern europe and western asia, officially called türkiye or the republic of türkiye","Một quốc gia nằm ở đông nam châu âu và tây á, tên gọi chính thức là türkiye hoặc cộng hòa türkiye",Thổ nhĩ kỳ,The cuisine found in turkey is celebrated worldwide for its rich flavors and varied dishes,Ẩm thực thổ nhĩ kỳ nổi tiếng khắp thế giới nhờ hương vị đậm đà và các món ăn đa dạng,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
48,4/27/2026 3:53:54,Countries and Nationalities,Turkish,B1,/ˈtɜr·kɪʃ/,noun,The main language spoken in turkey,Ngôn ngữ chính được sử dụng tại thổ nhĩ kỳ,Tiếng thổ nhĩ kỳ,Most official documents in turkey are written in turkish,Hầu hết các văn bản chính thức ở thổ nhĩ kỳ đều được viết bằng tiếng thổ nhĩ kỳ,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
49,4/27/2026 3:53:54,Countries and Nationalities,Turkish,B1,/ˈtɜr·kɪʃ/,adjective,"Having to do with turkey, its people, or its language","Liên quan đến thổ nhĩ kỳ, người dân hoặc ngôn ngữ của quốc gia này",Thuộc Thổ nhĩ kỳ,She admired the beautiful patterns on the turkish rug,Cô ấy thích thú ngắm nhìn những hoa văn đẹp trên tấm thảm thổ nhĩ kỳ,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
50,4/27/2026 3:53:54,Countries and Nationalities,The Netherlands,B1,/ˈneð·ər·ləndz/,noun,A country in western europe,Một quốc gia thuộc tây âu,Hà Lan,The student dreamed of visiting the netherlands to see its famous windmills,Sinh viên mơ ước được đến thăm hà lan để chiêm ngưỡng những chiếc cối xay gió nổi tiếng,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
51,4/27/2026 3:53:54,Countries and Nationalities,Dutch,A2,/dʌtʃ/,noun - uncountable,The language spoken in the netherlands and belgium,Ngôn ngữ được sử dụng ở hà lan và bỉ,Tiếng Hà Lan,Many students choose to learn dutch in their language classes,Nhiều sinh viên chọn học tiếng hà lan trong các lớp học ngoại ngữ,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
52,4/27/2026 3:53:54,Countries and Nationalities,Dutch,A2,/dʌtʃ/,adjective,"From or connected to the netherlands, its people, or its language","Thuộc về hoặc có liên quan đến hà lan, người dân hà lan, hoặc tiếng hà lan",Thuộc Hà Lan,"The museum displayed several dutch paintings, showcasing art from that region","Bảo tàng trưng bày nhiều bức tranh hà lan, thể hiện nghệ thuật của vùng đất đó",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
53,4/27/2026 3:53:54,Countries and Nationalities,Go Dutch,B1,/ɡoʊ ˈdʌtʃ/,Idioms,"To split expenses equally between participants, typically when dining out","Thỏa thuận chia đều chi phí cho việc gì đó, đặc biệt là bữa ăn","Tự chi trả tiền, phần ai nấy trả","After the group dinner, everyone decided to go Dutch and split the bill evenly","Sau bữa tối nhóm, mọi người quyết định chia đều và phân chia hóa đơn công bằng",,,,"""Go Dutch"" (hay going Dutch) là thành ngữ chỉ hành động chia đều chi phí (tiền ăn, uống, giải trí) mỗi người tự trả phần của mình, phổ biến khi hẹn hò hoặc đi chơi nhóm. Cụm từ này bắt nguồn từ thế kỷ 17, phản ánh sự cạnh tranh thương mại và cái nhìn định kiến của người Anh về lối sống sòng phẳng, tiết kiệm của người Hà Lan",7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
54,4/27/2026 3:53:54,Countries and Nationalities,France,A2,/fræns/,noun,A country in western europe,Một quốc gia ở tây âu,Pháp,"Products from france, like cheese and wine, are known worldwide","Các sản phẩm của pháp, như phô mai và rượu vang, nổi tiếng khắp thế giới",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
55,4/27/2026 3:53:54,Countries and Nationalities,French,A2,/frentʃ/,noun - uncountable,"The language spoken by people in france, parts of belgium, canada, and some other countries","Ngôn ngữ được sử dụng bởi người dân tại pháp, cũng như ở một số khu vực của bỉ, canada và các quốc gia khác",Tiếng Pháp,She is learning french to help her communicate on her trip,Cô ấy đang học tiếng pháp để có thể giao tiếp trong chuyến đi của mình,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
56,4/27/2026 3:53:54,Countries and Nationalities,French,B1,/frentʃ/,verb,To prepare a piece of meat on the bone by removing the meat from the end of the bone,Chuẩn bị một miếng thịt còn xương bằng cách loại bỏ phần thịt khỏi phần cuối của xương,Tỉa xương,"If you want your ribs to look elegant, you should french the bones first","Nếu bạn muốn sườn trông đẹp mắt hơn, bạn nên tỉa xương trước",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
57,4/27/2026 3:53:54,Countries and Nationalities,French,B1,/frentʃ/,verb,To kiss with mouths open and tongues touching,"Hành động hôn môi sâu, trong đó miệng mở và lưỡi tiếp xúc với nhau",Hôn kiểu Pháp,...,...,,,,"Đây là một thuật ngữ mang tính xúc phạm. Để tránh bình thường hóa hoặc khuyến khích việc sử dụng từ này, các thông tin theo ngữ cảnh như ""Ví dụ"" và ""Từ đồng nghĩa"" sẽ không được cung cấp.",7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
58,4/27/2026 3:53:54,Countries and Nationalities,French,A2,/frentʃ/,adjective,"Of or about france, its people, or its language","Thuộc về hoặc liên quan đến nước pháp, người dân pháp, hoặc ngôn ngữ pháp",Thuộc pháp,They learned to speak french fluently for their trip,Họ đã học nói tiếng pháp trôi chảy để chuẩn bị cho chuyến đi của mình,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
59,4/27/2026 3:53:54,Countries and Nationalities,excuse my French!,C1,/ɪkˈskjuːz maɪ frentʃ/,Idioms,"Used humorously to apologize before or after saying a swear word, acknowledging it might be rude","Được dùng một cách hài hước để xin lỗi trước hoặc sau khi nói một từ tục, thừa nhận rằng nó có thể bị coi là thô lỗ",Xin lỗi tui nói bậy,This traffic is absolutely ridiculous—excuse my French—but I’ve never seen such a mess!,Cái đường xá này thật là nực cười — xin lỗi tôi nói bậy — nhưng tôi chưa bao giờ thấy cảnh hỗn loạn như vậy!,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
60,4/27/2026 3:53:54,Countries and Nationalities,Greece,A2,/griːs/,noun,A country in southeastern europe,Một quốc gia nằm ở đông nam châu âu,Hy Lạp,The climate in greece is often warm and sunny for much of the year,Khí hậu ở hy lạp thường ấm áp và có nắng gần như quanh năm,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
61,4/27/2026 3:53:54,Countries and Nationalities,Greek,B1,/griːk/,noun - uncountable,The language of greece,Ngôn ngữ của hy lạp,Tiếng Hy Lạp,She is learning to speak greek,Cô ấy đang học nói tiếng hy lạp,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
62,4/27/2026 3:53:54,Countries and Nationalities,Greek,B1,/griːk/,noun - countable,A person from greece,Một người đến từ hy lạp,Người Hy Lạp,The restaurant was owned by a greek who specialized in mediterranean cuisine,Chủ nhà hàng là một người hy lạp chuyên về ẩm thực địa trung hải,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
63,4/27/2026 3:53:54,Countries and Nationalities,Greek,A2,/griːk/,adjective,"Of or about greece, its people, or its language","Liên quan đến hoặc thuộc về hy lạp, người dân hy lạp, hoặc ngôn ngữ hy lạp",Thuộc Hy Lạp,The museum featured an exhibit of ancient greek sculptures,Bảo tàng trưng bày các tác phẩm điêu khắc hy lạp cổ đại,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
64,4/27/2026 3:53:54,Countries and Nationalities,it's all Greek to me,C2,/ɪts ɔːl ɡriːk tə mi/,Idioms,Expressing that something is completely incomprehensible or impossible to understand,Cách nói thể hiện việc không hiểu điều gì đó được nói hoặc viết,chẳng hiểu gì cả,"When my friend tried to explain quantum physics, I had to admit it was all Greek to me","Khi bạn tôi cố giải thích vật lý lượng tử, tôi đành thừa nhận nghe chẳng hiểu gì cả",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
