ID,created_at,topics,vocab,CEFR,IPA,word_form,E_meaning,EV_meaning,V_meaning,E_example,V_example,word_family,synonymous,antonym,bonus,user_id,learning_level,next_review
106,4/29/2026 13:22:51,Number One Idioms,be one of a kind,C1,/bi wʌn əv ə ˈkaɪnd/,Idioms,To be completely unique and cannot be compared to anything or anyone else,Là thứ hoàn toàn độc nhất và không thể so sánh với bất cứ thứ gì khác,Độc nhất vô nhị,"The necklace she designed is one of a kind, with its intricate patterns and handmade details that nobody else can replicate","Chiếc vòng cổ cô ấy thiết kế là độc nhất vô nhị, với những họa tiết phức tạp và chi tiết làm thủ công mà không ai có thể sao chép được",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
107,4/29/2026 13:22:51,Number One Idioms,a hundred and one,C1,/ə ˈhʌndrəd ənd wʌn/,Idioms,an extremely large number of things or tasks,một số lượng rất lớn các việc hoặc nhiệm vụ,Rất nhiều hoặc vô số việc phải làm,"Between work, taking care of the house, and helping the kids with school, I have a hundred and one things to do every day","Giữa công việc, chăm sóc nhà cửa và giúp con cái học bài, mỗi ngày tôi có cả trăm việc phải làm",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
108,4/29/2026 13:22:51,Number One Idioms,one way or another,B2,/wʌn weɪ ɔːr əˈnʌðər/,Idioms,"By some means, even if the specific method isn’t yet known or stated","Bằng cách này hay cách khác, dù chưa biết rõ phương pháp cụ thể",Bằng cách này hay cách khác,"We’ll finish organizing the event one way or another, even if we need to ask more people for help","Chúng tôi sẽ hoàn thành việc tổ chức sự kiện bằng cách này hay cách khác, kể cả khi cần nhờ thêm người giúp đỡ",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
109,4/29/2026 13:22:51,Number One Idioms,in ones and twos,B1,/ɪn wʌnz ənd tuːz/,Idioms,"To arrive, gather, or move in small groups or individually rather than all at once","Đến, tụ tập hoặc di chuyển theo từng nhóm nhỏ hoặc riêng lẻ thay vì đồng loạt","Lẻ tẻ, rải rác hoặc lần lượt từng nhóm nhỏ","The audience entered the theater in ones and twos, so the seats took nearly an hour to fill completely","Khán giả vào rạp theo từng người một hoặc từng nhóm nhỏ, nên phải mất gần một tiếng ghế ngồi mới kín hết",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
110,4/29/2026 13:22:51,Number One Idioms,one and all,C1,/wʌn ənd ɔl/,Idioms,"Refers to every person in a group, leaving no one out","Ám chỉ tất cả mọi người trong một nhóm, không bỏ sót ai",Tất cả mọi người,"After the neighborhood cleanup, the coordinator smiled and said, ""Great work today—this tidy park is thanks to one and all!""","Sau buổi dọn dẹp khu phố, người điều phối cười nói: ""Mọi người đều làm tốt lắm—công viên sạch đẹp này là nhờ công sức của tất cả chúng ta!""",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
111,4/29/2026 13:22:51,Number One Idioms,the one about,B1,/ðə wən əˈbaʊt/,Idioms,Refers to a joke or humorous story focused on a specific topic that is widely recognized or commonly referenced,Chỉ một trò đùa hoặc câu chuyện hài hước xoay quanh một chủ đề cụ thể được nhiều người biết đến hoặc thường được nhắc tới,Câu chuyện hài về,Everyone laughed when he mentioned the one about the dog chasing its tail because they all remembered how silly that joke was,Mọi người đều cười khi anh ấy nhắc đến trò đùa về con chó đuổi theo đuôi của mình vì tất cả đều nhớ câu chuyện ngớ ngẩn đó,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
112,4/29/2026 13:22:51,Number One Idioms,one day,B1,/wʌn deɪ/,Idioms,"Refers to an unspecified time in the future, often implying hope or uncertainty about when something might happen","vào một thời điểm không xác định trong tương lai, thường thể hiện hy vọng hoặc sự không chắc chắn về thời điểm xảy ra",Một ngày nào đó,"I might not have the chance to learn piano right now, but one day I want to master it and play my favorite songs","Hiện tại tôi có thể chưa có cơ hội học piano, nhưng một ngày nào đó tôi muốn thành thạo và chơi được những bản nhạc yêu thích",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
113,4/29/2026 13:22:51,Number One Idioms,one or two,B1,/wʌn ɔː ˈtuː/,Idioms,"Refers to a small, indefinite number of things, typically more than one but not many","chỉ một số lượng nhỏ, không xác định, thường nhiều hơn một nhưng không nhiều",Một vài,I can lend you one or two tools from my workshop if you want to try fixing the chair yourself,Tôi có thể cho bạn mượn một hoặc hai dụng cụ từ xưởng của tôi nếu bạn muốn tự thử sửa cái ghế,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
114,4/29/2026 13:22:51,Number One Idioms,get one up on someone,C2,/ɡɛt wʌn ʌp ɒn ˈsʌmwʌn/,Idioms,"To gain an advantage over someone or show superiority through a clever, strategic action","Có được lợi thế hoặc thể hiện sự vượt trội hơn người khác thông qua một hành động thông minh, khéo léo",Vượt mặt hoặc chiếm ưu thế hơn ai đó,"She stayed late to finish the report early, hoping to get one up on her coworkers before the meeting","Cô ấy ở lại muộn để hoàn thành báo cáo sớm, hy vọng sẽ vượt mặt đồng nghiệp trước buổi họp",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
115,4/29/2026 13:22:51,Number One Idioms,be one up on someone,C1,/bi wʌn ʌp ɒn ˈsʌmwʌn/,Idioms,"To have a slight advantage over someone, often by knowing or doing something they haven’t","Có lợi thế nhẹ so với ai đó, thường là do biết hoặc làm điều gì mà họ chưa làm",Có lợi thế hơn ai đó,She was one up on her colleague because she had reviewed the client’s previous projects beforehand,Cô ấy có lợi thế hơn đồng nghiệp vì đã xem qua các dự án trước đây của khách hàng từ trước,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
