ID,created_at,topics,vocab,CEFR,IPA,word_form,E_meaning,EV_meaning,V_meaning,E_example,V_example,word_family,synonymous,antonym,bonus,user_id,learning_level,next_review
175,5/3/2026 23:14:02,Places,hill,A2,/hɪl/,noun,A slope in a road,Một đoạn dốc trên đường,Dốc,The cyclist sped down the long hill,Người đi xe đạp lao nhanh xuống con dốc dài,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
176,5/3/2026 23:14:02,Places,mountain,A2,/ˈmaʊn·tən/,noun,"A very large, high area of land that rises sharply from the earth, often having snow on its top","Một vùng đất rộng lớn, cao, nhô cao hẳn lên từ mặt đất, thường có tuyết trên đỉnh",Núi,Climbing a tall mountain can be a challenging but rewarding experience,Chinh phục một ngọn núi cao có thể là một trải nghiệm đầy thử thách nhưng cũng vô cùng đáng giá,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
177,5/3/2026 23:14:02,Places,village,A1,/ˈvɪl·ɪdʒ/,noun,"A small collection of houses and other buildings, smaller than a town, typically located in the countryside","Một tập hợp nhỏ các ngôi nhà và công trình kiến trúc khác, có quy mô nhỏ hơn một thị trấn, thường nằm ở vùng nông thôn",Làng,Many residents of the seaside village earned their living by fishing,Nhiều người dân làng chài kiếm sống bằng nghề chài lưới,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
178,5/3/2026 23:14:02,Places,village,A2,/ˈvɪl·ɪdʒ/,noun,The people who live in a village,Dân cư của một ngôi làng,Dân làng,The village decided to hold a big celebration,Dân làng quyết định tổ chức một lễ hội lớn,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
179,5/3/2026 23:14:02,Places,forest,A2,/ˈfɔːr·ɪst/,noun,"A big area of land filled with many trees and plants, or the trees and plants that grow there","Một vùng đất rộng lớn được bao phủ bởi nhiều cây cối và thực vật, hoặc tập hợp cây cối và thực vật sinh trưởng trong khu vực đó",Rừng,"The hikers walked deep into the forest, enjoying the shade from the tall trees","Những người đi bộ đường dài đi sâu vào rừng, tận hưởng bóng mát của cây cối cao lớn",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
180,5/3/2026 23:14:02,Places,path,A2,/pæθ/,noun,A way or direction for movement,Một lộ trình hoặc hướng di chuyển,Đường đi,A clear path led directly to the small lake,Một lối đi rõ ràng dẫn thẳng đến cái hồ nhỏ,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
181,5/3/2026 23:14:02,Places,area,B1,/ˈer·iː·ə/,noun,"A specific part of a place, land, or country","Một phần cụ thể hoặc một khu vực xác định của một địa điểm, vùng đất, hoặc một quốc gia",Khu vực,"The picnic blanket was spread out in a sunny area near the lake
",Tấm thảm picnic được trải ra ở một khoảng nắng gần hồ,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
182,5/3/2026 23:14:02,Places,go west,A2,/ɡoʊ west/,Idioms,"If something ""goes west,"" it becomes unusable, unsuccessful, or no longer in good condition","Khi điều gì đó ""go west,"" nó trở nên không thể sử dụng, không thành công hoặc không còn ở trạng thái tốt","Bị hỏng, thất bại, chết (nói giảm nói tránh về cái chết),..",My phone went west after I accidentally dropped it in the bathtub,Điện thoại của tôi bị hỏng hẳn sau khi tôi lỡ làm rơi nó vào bồn tắm,,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
183,5/3/2026 23:14:02,Places,north of something,B2,/nɔːrθ əv ˈsʌmθɪŋ/,Idioms,Indicates a quantity or number exceeding a specified amount,Chỉ một số lượng hoặc con số vượt quá mức đã được nêu ra,"Hơn, trên, vượt quá","The mechanic estimated the repair cost would be north of 500 dollars, so I decided to shop around for better quotes","Thợ máy ước tính chi phí sửa chữa sẽ trên 500 đô la, nên tôi quyết định đi xem các chỗ khác để có báo giá tốt hơn",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
184,5/3/2026 23:14:02,Places,go south,B2,/ɡoʊ saʊθ/,Idioms,To deteriorate or fail unexpectedly,Trở nên tồi tệ đi một cách bất ngờ,"Suy giảm, tồi tệ, thất bại","The team’s plan was going smoothly until the budget was reduced, and everything started to go south","Kế hoạch của nhóm đang diễn ra suôn sẻ cho đến khi ngân sách bị cắt giảm, và mọi thứ bắt đầu trở nên tồi tệ",,,,,7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
185,5/3/2026 23:14:02,Places,back east,B2,/bæk iːst/,Idioms,Refers to locations in the eastern region of the United States,Chỉ những địa điểm ở khu vực phía đông của Hoa Kỳ,Miền đông Hoa Kỳ,"Even though she loves the mountains here, she still thinks about the beaches back east","Dù cô ấy rất thích những ngọn núi ở đây, cô ấy vẫn nhớ đến những bãi biển ở miền đông",,,,"Cụm từ này ra đời trong quá trình mở rộng bờ cõi về phía Tây của Mỹ (Westward expansion) vào thế kỷ 19. Khi người dân di cư từ phía Đông (vùng đã định cư lâu đời) sang phía Tây (vùng đất mới), họ gọi nơi họ bỏ lại phía sau là ""Back East""",7621f042-1c7b-4cd7-83fb-d48d3f132181,0,
